0,-32.84891422,-156.3489204,0,-12.95758232,-11.81630993
0,-33.05339741,-156.5751871,0,-12.27548208,-11.76930431
0,-33.23948367,-156.7944753,0,-11.58614951,-11.75316729
0,-33.41157618,-157.0145589,0,-10.8821022,-11.75407732
0,-33.5729669,-157.2326114,0,-10.16615382,-11.76298252
0,-33.72850664,-157.4475608,0,-9.42918413,-11.7975239
0,-33.87584501,-157.6659758,0,-8.66579167,-11.84869553
0,-34.01536585,-157.8866066,0,-7.86429443,-11.90570428
0,-34.14896167,-158.1026073,0,-7.02209484,-11.9806927
0,-34.27091235,-158.2993554,0,-6.14511922,-12.08484196
0,-34.36934825,-158.475537,0,-5.2369963,-12.21664802
0,-34.43744899,-158.5787168,0,-4.30735601,-12.43534343
0,-34.4757206,-158.6255539,0,-3.35495293,-12.72454619
0,-34.48956515,-158.6051643,0,-2.37667461,-13.10262092
0,-34.48779295,-158.5837775,0,-1.36275017,-13.47780681
0,-34.47744883,-158.5858563,0,-0.31010196,-13.80052509
0,-34.47185621,-158.5993951,0,0.78318779,-14.09313114
0,-34.48016796,-158.6165887,0,1.91878991,-14.37451968
0,-34.51025466,-158.593707,0,3.10526006,-14.7118864
0,-34.55456123,-158.5641734,0,4.33896742,-15.04346288
0,-34.60199052,-158.512047,0,5.61076058,-15.38013828
0,-34.64156866,-158.4540981,0,6.90256234,-15.69905215
0,-34.67295095,-158.3975139,0,8.20682279,-16.00226046
0,-34.69221579,-158.3078514,0,9.51064519,-16.34378371
0,-34.69726431,-158.2201464,0,10.81398156,-16.69071405
0,-34.69474095,-158.1527552,0,12.12332607,-17.00725495
0,-34.67610107,-158.0856152,0,13.44271693,-17.32090094
0,-34.64424723,-158.0427545,0,14.77835862,-17.59483899
0,-34.598776,-158.0233741,0,16.13855398,-17.82605273
0,-34.53940567,-158.007762,0,17.52512109,-18.04411854
0,-34.47173415,-158.0134888,0,18.93783189,-18.21887676
0,-34.39308184,-158.0172066,0,20.35282831,-18.38262253
0,-34.30429168,-158.0292115,0,21.74284599,-18.53010245
0,-34.21358923,-158.027694,0,23.10393834,-18.70219766
0,-34.12722371,-158.0309918,0,24.43562517,-18.86353781
0,-34.04536093,-158.0666708,0,25.75528643,-18.97924135
0,-33.94898272,-158.0725174,0,27.05904226,-19.11800697
0,-33.83185812,-158.0640999,0,28.34849421,-19.25114948
0,-33.70489162,-158.0331367,0,29.62749349,-19.40966559
0,-33.57919768,-157.9792754,0,30.88929519,-19.59573854
0,-33.4611453,-157.8904529,0,32.12351671,-19.83137602
0,-33.34885675,-157.7788452,0,33.33329483,-20.11803522
0,-33.23740931,-157.6465316,0,34.52296683,-20.44793429
0,-33.12025644,-157.4929063,0,35.6855581,-20.80593104
0,-33.00537612,-157.3450927,0,36.83766609,-21.16322907
0,-32.87538455,-157.2078813,0,37.97910919,-21.51633202
0,-32.72915265,-157.070646,0,39.11462702,-21.87817306
0,-32.58156776,-156.9285649,0,40.24399475,-22.25703693
0,-32.44717839,-156.8118731,0,41.35353567,-22.61364183
0,-32.32607704,-156.734521,0,42.39449428,-22.91795065
0,-32.20405567,-156.6561951,0,43.34697909,-23.23540665
0,-32.08408617,-156.59441,0,44.23994295,-23.56354
0,-31.97485195,-156.5257968,0,45.12173673,-23.93351495
0,-31.86484209,-156.4111201,0,46.00827236,-24.37042534
0,-31.73510968,-156.2514283,0,46.89113623,-24.85966815
0,-31.57891111,-156.1077002,0,47.7663794,-25.31294809
