-32.84891422,23.65107956,0,-12.95758232,-11.81630993,0
-33.05339741,23.42481287,0,-12.27548208,-11.76930431,0
-33.23948367,23.20552471,0,-11.58614951,-11.75316729,0
-33.41157618,22.98544108,0,-10.8821022,-11.75407732,0
-33.5729669,22.76738859,0,-10.16615382,-11.76298252,0
-33.72850664,22.55243925,0,-9.42918413,-11.7975239,0
-33.87584501,22.3340242,0,-8.66579167,-11.84869553,0
-34.01536585,22.11339343,0,-7.86429443,-11.90570428,0
-34.14896167,21.8973927,0,-7.02209484,-11.9806927,0
-34.27091235,21.70064457,0,-6.14511922,-12.08484196,0
-34.36934825,21.52446304,0,-5.2369963,-12.21664802,0
-34.43744899,21.42128318,0,-4.30735601,-12.43534343,0
-34.4757206,21.37444611,0,-3.35495293,-12.72454619,0
-34.48956515,21.39483567,0,-2.37667461,-13.10262092,0
-34.48779295,21.4162225,0,-1.36275017,-13.47780681,0
-34.47744883,21.41414367,0,-0.31010196,-13.80052509,0
-34.47185621,21.40060495,0,0.78318779,-14.09313114,0
-34.48016796,21.38341126,0,1.91878991,-14.37451968,0
-34.51025466,21.40629302,0,3.10526006,-14.7118864,0
-34.55456123,21.43582664,0,4.33896742,-15.04346288,0
-34.60199052,21.48795298,0,5.61076058,-15.38013828,0
-34.64156866,21.54590194,0,6.90256234,-15.69905215,0
-34.67295095,21.6024861,0,8.20682279,-16.00226046,0
-34.69221579,21.69214861,0,9.51064519,-16.34378371,0
-34.69726431,21.77985356,0,10.81398156,-16.69071405,0
-34.69474095,21.8472448,0,12.12332607,-17.00725495,0
-34.67610107,21.91438481,0,13.44271693,-17.32090094,0
-34.64424723,21.95724551,0,14.77835862,-17.59483899,0
-34.598776,21.97662589,0,16.13855398,-17.82605273,0
-34.53940567,21.99223797,0,17.52512109,-18.04411854,0
-34.47173415,21.98651118,0,18.93783189,-18.21887676,0
-34.39308184,21.98279336,0,20.35282831,-18.38262253,0
-34.30429168,21.97078853,0,21.74284599,-18.53010245,0
-34.21358923,21.97230597,0,23.10393834,-18.70219766,0
-34.12722371,21.96900825,0,24.43562517,-18.86353781,0
-34.04536093,21.93332925,0,25.75528643,-18.97924135,0
-33.94898272,21.92748262,0,27.05904226,-19.11800697,0
-33.83185812,21.93590011,0,28.34849421,-19.25114948,0
-33.70489162,21.96686334,0,29.62749349,-19.40966559,0
